,OFFENSE_DESCRIPTION,OCCURRED_ON_DATE,YEAR,MONTH,Lat,Long,newLat,newLon
5811,M/V ACCIDENT - PROPERTY  DAMAGE,2018-09-12 21:00:00,2018,9,,,31.348674975386892,34.83998583082085
5812,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,2018-09-13 06:03:00,2018,9,42.38356867,-71.0753672,31.699901704003203,34.97019900020405
5813,SUDDEN DEATH,2018-09-13 04:09:00,2018,9,42.25977363,-71.15891294,31.066593513886506,34.34786675527804
5814,VANDALISM,2018-09-12 21:00:00,2018,9,42.31996758,-71.08715022,30.907396586716132,34.36661036221804
5815,THREATS TO DO BODILY HARM,2018-09-13 06:00:00,2018,9,42.33611274,-71.10927826,30.63066001947154,34.659881531368136
5816,ASSAULT - SIMPLE,2018-09-13 06:00:00,2018,9,42.33611274,-71.10927826,31.895362932571047,34.452612718677905
5817,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-09-13 06:08:00,2018,9,42.27166145,-71.09953382,31.238628720674086,34.63371980763978
5818,DANGEROUS OR HAZARDOUS CONDITION,2018-09-13 04:42:00,2018,9,42.35265112,-71.04757739,31.31811036751944,34.8853974694465
5819,INVESTIGATE PROPERTY,2018-09-13 04:37:00,2018,9,42.25977363,-71.15891294,30.83425979830487,34.69430733608277
5820,AUTO THEFT,2018-09-13 02:45:00,2018,9,42.34489594,-71.09659186,31.655706063287592,34.60279884857819
5821,INVESTIGATE PROPERTY,2018-09-13 04:03:00,2018,9,42.31041438,-71.05918086,31.571831395206637,34.29402666338329
5822,VERBAL DISPUTE,2018-09-13 03:38:00,2018,9,42.32445145,-71.0581068,31.84099405198747,34.90983703424728
5823,LARCENY THEFT OF MV PARTS & ACCESSORIES,2018-09-13 03:19:00,2018,9,42.36238463,-71.05316216,31.607526987329422,34.98344428460027
5824,SICK/INJURED/MEDICAL - PERSON,2018-09-13 03:34:00,2018,9,42.35110203,-71.05735186,31.8594726879652,34.692954562463385
5825,AUTO THEFT,2018-09-12 21:00:00,2018,9,42.32328946,-71.06809105,31.256706054659634,34.601019227253616
5826,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-09-12 21:00:00,2018,9,42.32328946,-71.06809105,31.064447277862474,34.77441412950263
5827,OTHER OFFENSE,2018-09-13 03:17:00,2018,9,42.32547536,-71.10253482,31.90079776308808,34.74883600182429
5828,SICK/INJURED/MEDICAL - PERSON,2018-09-13 03:12:00,2018,9,42.33717342,-71.15228028,31.801727863465153,34.550197621542445
5829,DISORDERLY CONDUCT,2018-09-13 02:54:00,2018,9,42.35594239,-71.06258333,31.49987307390488,34.44727669167904
5830,VERBAL DISPUTE,2018-09-13 02:14:00,2018,9,42.30803768,-71.08359213,31.04724255668046,34.61788657307525
5831,TRESPASSING,2018-09-13 00:55:00,2018,9,42.34321778,-71.09453163,31.084689558586913,34.6824731808418
5832,VERBAL DISPUTE,2018-09-13 01:40:00,2018,9,42.29848866,-71.06313294,31.13947424040421,34.979596820272384
5833,INVESTIGATE PERSON,2018-09-12 14:00:00,2018,9,42.34536673,-71.09440471,30.64840832048823,34.52867301620307
5834,MISSING PERSON - LOCATED,2018-09-13 00:45:00,2018,9,42.26989589,-71.10413576,31.087212014515558,34.38288878098986
5835,AUTO THEFT,2018-09-12 18:00:00,2018,9,42.35170571,-71.11989956,30.823907975665623,34.378858760748436
5836,VERBAL DISPUTE,2018-09-13 01:04:24,2018,9,42.23649723,-71.12935123,31.490641666749628,34.80678346459043
5837,VERBAL DISPUTE,2018-09-13 00:38:00,2018,9,42.30736306,-71.07165237,31.481857799547534,34.5500221536755
5838,VERBAL DISPUTE,2018-09-12 23:58:00,2018,9,42.24448261,-71.1189921,31.51832579513654,34.53011651512219
5839,INVESTIGATE PERSON,2018-09-12 23:46:00,2018,9,,,31.92739955743551,34.69360065961264
5840,VANDALISM,2018-09-12 23:42:00,2018,9,42.3649755,-71.062044,31.78465193874152,34.952330572103364
5841,LARCENY THEFT FROM BUILDING,2018-09-13 00:24:00,2018,9,42.34314406,-71.09589305,31.811430177264356,34.47850305596266
5842,INVESTIGATE PROPERTY,2018-09-12 23:33:00,2018,9,42.32396839,-71.07919432,30.647993908079627,34.62365513117026
5843,ASSAULT SIMPLE - BATTERY,2018-09-12 23:02:00,2018,9,42.3408639,-71.07399726,30.901322112016675,34.82329614155955
5844,HARASSMENT,2018-09-12 22:55:00,2018,9,42.30629091,-71.06512497,31.501020247951313,34.30171609773944
5845,INVESTIGATE PERSON,2018-09-12 22:59:00,2018,9,42.28848287,-71.08259001,30.85003517598317,34.66172984197724
5846,INVESTIGATE PROPERTY,2018-09-12 18:43:00,2018,9,42.24124926,-71.12629908,31.647732214191883,34.68642811244016
5847,PROPERTY - LOST,2018-09-12 18:40:00,2018,9,42.34410718,-71.1018026,31.402397968166248,34.554511265688085
5848,SICK/INJURED/MEDICAL - PERSON,2018-09-12 22:32:00,2018,9,42.33297808,-71.10905423,31.8495302210737,34.961215495199085
5849,INVESTIGATE PERSON,2018-09-12 22:32:00,2018,9,42.33297808,-71.10905423,31.256765857068764,34.5388314785375
5850,M/V ACCIDENT - PERSONAL INJURY,2018-09-12 22:35:00,2018,9,42.30545103,-71.08057209,31.250876448980723,34.56338373405469
5851,VAL - OPERATING UNREG/UNINS  CAR,2018-09-12 22:35:00,2018,9,42.30545103,-71.08057209,30.976898158518107,34.66411805210641
5852,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-09-12 21:30:00,2018,9,42.38857015,-71.00246871,30.79764431369957,34.53198955064855
5853,LARCENY ALL OTHERS,2018-09-12 21:58:00,2018,9,42.29260629,-71.08989828,31.0112250251013,34.60992153201479
5854,ROBBERY - OTHER,2018-09-12 20:50:00,2018,9,42.27855984,-71.09199697,31.740933971564274,34.588536551903424
5855,WARRANT ARREST,2018-09-12 20:50:00,2018,9,42.27855984,-71.09199697,30.779798160943237,34.30138532515579
5856,ROBBERY - STREET,2018-09-12 21:50:00,2018,9,42.35196671,-71.05415459,31.22517216785112,34.890521550747586
5857,MISSING PERSON,2018-09-12 20:50:00,2018,9,42.27374058,-71.0757262,31.947899990539806,34.29524875125523
5858,PROPERTY - LOST,2018-09-08 22:00:00,2018,9,42.36183857,-71.05976489,31.54159361054114,34.64612957048711
5859,HARASSMENT,2018-08-24 06:00:00,2018,8,42.31302406,-71.09073569,31.957853894617326,34.8924173694777
5860,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-09-06 18:30:00,2018,9,42.28831955,-71.07112311,31.096596252255754,34.806572170959086
5861,M/V - LEAVING SCENE - PERSONAL INJURY,2018-09-12 20:27:00,2018,9,42.33153509,-71.09534648,31.207434090426293,34.31382148369769
5862,SICK/INJURED/MEDICAL - PERSON,2018-09-12 20:45:00,2018,9,42.30446755,-71.0574627,31.204044172755,34.35249266298214
5863,HARASSMENT,2018-09-12 20:43:00,2018,9,42.2726799,-71.10925935,31.52739833151923,34.84441855748556
5864,THREATS TO DO BODILY HARM,2018-09-12 20:43:00,2018,9,42.2726799,-71.10925935,31.955247100379275,34.601803600124285
5865,BURGLARY - RESIDENTIAL - ATTEMPT,2018-09-12 19:59:00,2018,9,42.32066147,-71.07067867,30.91496575487562,34.514870842460674
5866,VANDALISM,2018-09-12 19:59:00,2018,9,42.32066147,-71.07067867,30.959736100387246,34.32707181440623
5867,VERBAL DISPUTE,2018-09-12 20:25:00,2018,9,42.24950364,-71.13165831,31.686388647498948,34.30511524155248
5868,M/V ACCIDENT - PROPERTY  DAMAGE,2018-09-12 20:12:00,2018,9,,,30.744347048586285,34.305071164667694
5869,SICK/INJURED/MEDICAL - PERSON,2018-09-12 19:18:00,2018,9,42.31459482,-71.11411065,31.833394167898028,34.456917328971315
5870,HARASSMENT,2018-09-12 20:57:00,2018,9,42.3538772,-71.05830207,31.642398738259356,34.589327869476676
5871,WARRANT ARREST,2018-09-12 20:21:00,2018,9,42.33380238,-71.08880867,31.459072753508504,34.84060353993369
5872,VERBAL DISPUTE,2018-09-12 20:21:00,2018,9,42.33380238,-71.08880867,31.326075024074353,34.82677807557712
5873,M/V ACCIDENT - PERSONAL INJURY,2018-09-12 19:29:00,2018,9,42.3169665,-71.08254058,30.91625214145833,34.33502489006946
5874,ASSAULT - AGGRAVATED - BATTERY,2018-09-12 20:29:00,2018,9,42.34980175,-71.07840978,31.204675313780367,34.38195094129963
5875,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,2018-09-12 18:00:00,2018,9,42.33074416,-71.09263117,31.970097632010138,34.859761974266966
5876,VERBAL DISPUTE,2018-09-12 19:56:00,2018,9,42.32291406,-71.10328402,30.890633362059425,34.31122605720733
5877,TRESPASSING,2018-09-12 19:50:00,2018,9,,,31.041452080919008,34.44616337653458
5878,DISORDERLY CONDUCT,2018-09-12 19:50:00,2018,9,,,31.103337241435494,34.682224891643706
5879,THREATS TO DO BODILY HARM,2018-09-12 19:50:00,2018,9,,,31.510935345521553,34.507226061578784
5880,TOWED MOTOR VEHICLE,2018-09-12 17:44:00,2018,9,42.30703835,-71.06615319,31.003287446950207,34.442826035862325
5881,INVESTIGATE PERSON,2018-09-12 19:15:00,2018,9,42.34657497,-71.0743865,30.740127698272783,34.680887589544305
5882,THREATS TO DO BODILY HARM,2018-09-11 22:00:00,2018,9,42.282381,-71.07612455,30.9909319466541,34.974042408324564
5883,PROPERTY - MISSING,2018-09-11 22:00:00,2018,9,42.282381,-71.07612455,31.35964701550306,34.97477535001519
5884,PROPERTY - MISSING,2018-09-09 16:30:00,2018,9,42.35118146,-71.0882412,31.142685154403683,34.78572202898988
5885,INVESTIGATE PERSON,2018-09-12 19:19:00,2018,9,42.31955207,-71.06288729,31.755481764492124,34.3089222061702
5886,BALLISTICS EVIDENCE/FOUND,2018-09-12 18:49:00,2018,9,,,31.045081600593363,34.32222480067072
5887,VAL - OPERATING WITHOUT LICENSE,2018-09-12 18:49:00,2018,9,,,31.448183425304485,34.676682335695915
5888,THREATS TO DO BODILY HARM,2018-09-12 18:47:00,2018,9,42.31598547,-71.07986094,31.764660779309725,34.46862517250581
5889,ASSAULT - AGGRAVATED - BATTERY,2018-09-12 19:47:00,2018,9,42.32872589,-71.08382217,30.777890462378245,34.388424134576596
5890,LARCENY THEFT OF BICYCLE,2018-09-12 18:00:00,2018,9,42.34376458,-71.08866865,31.118265407174228,34.414743115982176
5891,VANDALISM,2018-09-12 19:00:00,2018,9,,,30.93781897072808,34.621369659522394
5892,LARCENY SHOPLIFTING,2018-09-12 17:55:00,2018,9,42.3479724,-71.07849582,31.922000025413098,34.49066664429823
5893,DRUGS - SALE / MANUFACTURING,2018-09-12 18:00:00,2018,9,42.36183857,-71.05976489,30.6357814829003,34.8506644513479
5894,SICK/INJURED/MEDICAL - PERSON,2018-09-12 18:37:00,2018,9,42.32635435,-71.07422322,31.136495256613518,34.409317179567445
5895,ASSAULT SIMPLE - BATTERY,2018-08-01 17:30:00,2018,8,42.30160734,-71.06213644,31.76547008293128,34.62593060427467
5896,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-09-12 18:10:00,2018,9,42.30867785,-71.0829592,30.75913486875894,34.34700705416329
5897,PROPERTY - LOST,2018-09-12 18:29:00,2018,9,42.34997256,-71.06348817,30.68997828433852,34.656409540123946
5898,PROPERTY - FOUND,2018-07-01 00:00:00,2018,7,42.33954199,-71.06940877,31.85072471147225,34.91762766946111
5899,ANIMAL CONTROL - DOG BITES - ETC.,2018-09-12 13:00:00,2018,9,,,31.25977338474975,34.38307928009228
5900,FORGERY / COUNTERFEITING,2018-09-10 11:37:00,2018,9,42.34762277,-71.07606735,31.30339504043277,34.36857581012841
5901,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,2018-09-12 18:30:00,2018,9,42.37789565,-71.05840764,30.713166416065327,34.592257064853115
5902,"DRUGS - POSS CLASS B - COCAINE, ETC.",2018-09-12 18:30:00,2018,9,42.37789565,-71.05840764,30.846844696989535,34.50795669457666
5903,DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP,2018-09-12 18:30:00,2018,9,42.37789565,-71.05840764,31.747589693572838,34.97545101243639
5904,FRAUD - CREDIT CARD / ATM FRAUD,2018-09-01 08:00:00,2018,9,42.25577653,-71.14547503,31.890368461721778,34.94009612050082
5905,LARCENY THEFT FROM MV - NON-ACCESSORY,2018-09-12 17:30:00,2018,9,42.32961634,-71.08232206,30.627684517153316,34.34248252361793
5906,VERBAL DISPUTE,2018-09-12 18:31:00,2018,9,42.3320438,-71.10101376,30.972044940325464,34.86209484218674
5907,VERBAL DISPUTE,2018-09-12 18:37:00,2018,9,42.2887411,-71.09117797,31.28916494047288,34.708273362006544
5908,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-09-12 08:00:00,2018,9,42.3452765,-71.0425875,30.95650792439442,34.72497771181775
5909,FRAUD - CREDIT CARD / ATM FRAUD,2018-09-11 00:00:00,2018,9,42.3503787,-71.07626098,31.020460454230523,34.91721820159396
5910,HARASSMENT,2018-09-12 19:09:00,2018,9,42.30486115,-71.11633998,30.658515116852914,34.450098807851475
5911,LARCENY SHOPLIFTING,2018-09-12 18:30:00,2018,9,42.31860134,-71.08405792,31.115826914285226,34.690177018244725
5912,DRUGS - SICK ASSIST - HEROIN,2018-09-12 18:20:00,2018,9,42.32587659,-71.07024947,31.65072433616606,34.90408314288489
5913,LARCENY THEFT FROM MV - NON-ACCESSORY,2018-09-12 14:00:00,2018,9,42.32874077,-71.08771559,31.73492808244058,34.885081351150006
5914,SICK/INJURED/MEDICAL - PERSON,2018-09-12 17:46:00,2018,9,42.36611988,-71.05845188,31.64612685270614,34.58133405662163
5915,"DRUGS - POSS CLASS A - HEROIN, ETC. ",2018-09-12 18:18:00,2018,9,42.29798401,-71.06284094,30.611003765676514,34.89997707957889
5916,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-09-12 17:57:00,2018,9,42.33050964,-71.08034174,31.659016396947283,34.90654359161878
5917,INVESTIGATE PERSON,2018-09-12 17:12:00,2018,9,42.30131086,-71.08443841,31.656453750920914,34.82975654271777
5918,INVESTIGATE PERSON,2018-09-12 17:07:00,2018,9,42.30947615,-71.05800088,31.786078541051825,34.40576715094937
5919,DRUGS - SICK ASSIST - HEROIN,2018-09-12 16:35:00,2018,9,42.29299514,-71.15769172,31.301576376916994,34.77619534747849
5920,INVESTIGATE PROPERTY,2018-09-12 18:25:00,2018,9,42.34397357,-71.1040519,30.87923170663355,34.59544833666758
5921,ASSAULT SIMPLE - BATTERY,2018-09-12 17:45:00,2018,9,42.28522971,-71.12037242,31.376094440949235,34.568227157555185
5922,LARCENY THEFT FROM BUILDING,2018-08-14 17:00:00,2018,8,42.32435506,-71.07440305,30.614901548748545,34.92404104768045
5923,FRAUD - FALSE PRETENSE / SCHEME,2018-09-06 00:00:00,2018,9,42.31865102,-71.08162344,31.58240321444191,34.31925132107185
5924,LARCENY ALL OTHERS,2018-09-06 00:00:00,2018,9,42.31865102,-71.08162344,31.486917827642362,34.59498613518246
5925,ASSAULT - SIMPLE,2018-09-12 17:29:00,2018,9,,,31.90701125966192,34.93165872981554
5926,THREATS TO DO BODILY HARM,2018-09-12 17:29:00,2018,9,,,31.384635685534036,34.90264348950054
5927,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-09-12 17:16:00,2018,9,42.36252502,-71.02533782,31.863657066719806,34.93048623879015
5928,ASSAULT SIMPLE - BATTERY,2018-09-12 18:01:00,2018,9,42.28671034,-71.10822888,31.684071741951705,34.45237750873952
5929,LARCENY THEFT FROM MV - NON-ACCESSORY,2018-09-12 18:06:00,2018,9,42.33267276,-71.05484953,31.906579837082848,34.61524858727518
5930,HARASSMENT,2018-09-12 17:24:00,2018,9,42.32708469,-71.10423444,31.810952668315295,34.68241687859156
5931,TOWED MOTOR VEHICLE,2018-09-12 15:18:00,2018,9,42.29881915,-71.07752992,31.355222565637906,34.66731125542748
5932,HARASSMENT,2018-08-07 18:00:00,2018,8,42.32416446,-71.10782755,30.828722187119087,34.73242095708137
5933,M/V ACCIDENT - OTHER,2018-09-12 16:59:00,2018,9,42.28627123,-71.13644214,31.531448066287403,34.83626298634547
5934,TOWED MOTOR VEHICLE,2018-09-12 16:59:00,2018,9,42.28627123,-71.13644214,31.638995728798744,34.95788411982092
5935,M/V ACCIDENT - OTHER CITY VEHICLE,2018-09-12 17:36:00,2018,9,,,30.804661124392762,34.8360318542119
5936,FRAUD - FALSE PRETENSE / SCHEME,2018-08-26 00:00:00,2018,8,42.33136822,-71.04112821,31.621210243695902,34.4256176666242
5937,FRAUD - CREDIT CARD / ATM FRAUD,2018-09-11 12:30:00,2018,9,42.27130225,-71.07442362,31.206785501031405,34.64296483126034
5938,ASSAULT SIMPLE - BATTERY,2018-09-12 17:23:00,2018,9,42.3354351,-71.07840204,30.836867831109284,34.42704892196706
5939,THREATS TO DO BODILY HARM,2018-09-12 17:23:00,2018,9,42.3354351,-71.07840204,30.95235523161884,34.57155921350326
5940,INVESTIGATE PROPERTY,2018-09-12 15:57:00,2018,9,42.29752097,-71.08502291,30.614021805712706,34.337483006824336
5941,M/V ACCIDENT - PROPERTY  DAMAGE,2018-09-12 16:54:00,2018,9,42.32971183,-71.05268388,31.170382306568364,34.3042754511176
5942,LARCENY THEFT FROM MV - NON-ACCESSORY,2018-09-09 21:00:00,2018,9,42.35816431,-71.06740395,31.468139781675113,34.71949316130805
5943,LARCENY SHOPLIFTING,2018-09-12 15:50:00,2018,9,42.35237073,-71.07227173,31.35737241228437,34.35231089192548
5944,PROPERTY - LOST,2018-09-11 10:00:00,2018,9,42.29360585,-71.0718865,30.754957167913364,34.7720759937033
5945,ASSAULT SIMPLE - BATTERY,2018-09-12 16:39:00,2018,9,42.28092154,-71.08766264,31.278160104300742,34.562510508959384
5946,M/V ACCIDENT - PROPERTY  DAMAGE,2018-09-12 16:30:00,2018,9,42.34747759,-71.04467675,31.598372321605336,34.5746108776988
5947,M/V ACCIDENT - PROPERTY  DAMAGE,2018-09-12 15:50:00,2018,9,42.34977652,-71.08670876,30.772413993797876,34.414009116989135
5948,INVESTIGATE PERSON,2018-09-12 14:09:00,2018,9,42.35648631,-71.05928145,31.49798070709961,34.852068731464634
5949,SICK/INJURED/MEDICAL - PERSON,2018-09-12 16:12:00,2018,9,42.29668913,-71.05555843,30.910142838850543,34.66780356365148
5950,BURGLARY - RESIDENTIAL - NO FORCE,2018-09-12 08:30:00,2018,9,42.29990887,-71.06424768,31.839357063621776,34.54351058003708
5951,LARCENY THEFT FROM BUILDING,2018-09-12 08:30:00,2018,9,42.29990887,-71.06424768,31.775445366271722,34.59333333491745
5952,LARCENY ALL OTHERS,2018-09-12 08:30:00,2018,9,42.29990887,-71.06424768,31.564288275731343,34.96775381374344
5953,M/V ACCIDENT - OTHER CITY VEHICLE,2018-09-12 14:20:00,2018,9,42.33367922,-71.09187755,31.47850891789796,34.42296888800699
5954,DRUGS - SICK ASSIST - OTHER HARMFUL DRUG,2018-09-12 15:55:00,2018,9,42.33210843,-71.07014395,31.59093970996542,34.7455421548138
5955,LARCENY SHOPLIFTING,2018-09-12 16:12:00,2018,9,42.35237073,-71.07227173,31.0614459893562,34.901628106631826
5956,VERBAL DISPUTE,2018-09-09 21:00:00,2018,9,42.36600842,-71.06403504,30.82722349717478,34.528274380598155
5957,INVESTIGATE PROPERTY,2018-09-12 16:26:00,2018,9,42.36643546,-71.06135413,30.624424854080775,34.560224930423644
5958,AUTO THEFT - LEASED/RENTED VEHICLE,2018-09-12 16:22:00,2018,9,,,30.868020361480774,34.73119284246426
5959,LARCENY THEFT FROM BUILDING,2018-09-08 12:00:00,2018,9,42.34802988,-71.13550939,30.73583949880769,34.94410948418388
5960,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,2018-09-12 16:09:00,2018,9,42.28981486,-71.11767828,31.618323453650643,34.79607158429762
5961,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,2018-09-12 16:09:00,2018,9,42.28981486,-71.11767828,30.864437168684937,34.31228004620812
5962,LARCENY THEFT FROM BUILDING,2018-09-12 11:30:00,2018,9,42.33816387,-71.07461217,31.541057885828778,34.92038657753821
5963,SUICIDE / SUICIDE ATTEMPT,2018-09-12 15:46:00,2018,9,42.29710452,-71.08807731,31.466102985217635,34.76004731286277
5964,VANDALISM,2018-09-12 03:00:00,2018,9,42.34724186,-71.14870339,31.92928177136584,34.29114474055195
5965,PROPERTY - ACCIDENTAL DAMAGE,2018-09-12 15:48:00,2018,9,42.24260011,-71.13035022,31.83032268304519,34.662121878705065
5966,FRAUD - FALSE PRETENSE / SCHEME,2018-07-13 08:00:00,2018,7,42.3363569,-71.04344551,31.30549708094576,34.28498305977967
5967,LARCENY SHOPLIFTING,2018-09-08 17:30:00,2018,9,42.3479724,-71.07849582,31.132523461011683,34.54827212418636
5968,M/V ACCIDENT - PROPERTY  DAMAGE,2018-09-12 14:58:00,2018,9,42.26871441,-71.09221139,31.988300626568652,34.77099695911379
5969,VANDALISM,2018-09-12 13:08:00,2018,9,42.32969471,-71.0704441,31.2604348279474,34.603210274998645
5970,SICK/INJURED/MEDICAL - PERSON,2018-09-12 14:35:00,2018,9,42.28712853,-71.141882,30.771494295788646,34.40594445947768
5971,LARCENY ALL OTHERS,2018-09-07 22:00:00,2018,9,42.33571838,-71.03025592,31.142775815161798,34.92864066182051
5972,M/V ACCIDENT - PERSONAL INJURY,2018-09-12 12:42:00,2018,9,42.30098889,-71.12708146,30.623262340836128,34.9511547244355
5973,FRAUD - FALSE PRETENSE / SCHEME,2018-09-11 12:00:00,2018,9,42.35128604,-71.13926811,30.621251914585326,34.90354428468956
5974,FRAUD - FALSE PRETENSE / SCHEME,2018-09-12 15:13:00,2018,9,42.34932471,-71.08014801,31.34526009831334,34.82896176470585
5975,LARCENY THEFT FROM MV - NON-ACCESSORY,2018-09-11 17:00:00,2018,9,42.3492468,-71.08956259,31.870499260559555,34.8655437474011
5976,INVESTIGATE PERSON,2018-09-12 13:31:00,2018,9,42.29125586,-71.07475092,31.222741685689307,34.46421583490215
5977,INVESTIGATE PERSON,2018-09-12 13:45:00,2018,9,42.34988575,-71.14522971,30.674026078610016,34.975491746212306
5978,TOWED MOTOR VEHICLE,2018-09-11 13:54:00,2018,9,42.27839822,-71.13527907,31.11084485284836,34.80340008607027
5979,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-09-12 13:10:00,2018,9,42.31269402,-71.06842736,30.976417604231766,34.881988325386295
5980,INVESTIGATE PERSON,2018-09-12 13:51:00,2018,9,42.29653192,-71.07125916,30.900242979918577,34.976409033458715
5981,INVESTIGATE PROPERTY,2018-09-12 14:35:00,2018,9,42.27700963,-71.07431626,31.490479587154297,34.72587105866882
5982,"DRUGS - POSS CLASS B - COCAINE, ETC.",2018-09-12 14:26:00,2018,9,42.28981486,-71.11767828,30.690762918380926,34.936615827846275
5983,PROPERTY - FOUND,2018-09-12 13:49:00,2018,9,42.34877575,-71.09606805,31.063690441664285,34.90389698089657
5984,"FIRE REPORT - HOUSE, BUILDING, ETC.",2018-09-12 13:32:00,2018,9,42.34587157,-71.08938851,31.913168717329633,34.34369206506961
5985,LARCENY ALL OTHERS,2018-09-12 14:05:00,2018,9,,,31.877668237408606,34.47089280167537
5986,LARCENY SHOPLIFTING,2018-09-12 13:11:00,2018,9,42.32696647,-71.06198607,31.92012913825055,34.490602035421176
5987,ASSAULT SIMPLE - BATTERY,2018-09-12 13:47:00,2018,9,42.33401829,-71.07638124,30.64522332751802,34.637373763574125
5988,BURGLARY - COMMERICAL - NO FORCE,2018-09-09 07:55:00,2018,9,42.35997967,-71.05474135,31.062837039948807,34.381253791808746
5989,SICK/INJURED/MEDICAL - PERSON,2018-09-12 13:07:00,2018,9,42.36038173,-71.06285769,31.378237974419786,34.8409719369696
5990,FORGERY / COUNTERFEITING,2018-08-15 13:52:00,2018,8,42.35604739,-71.05234304,31.844297926665487,34.463355044052065
5991,PROPERTY - FOUND,2018-09-12 13:49:00,2018,9,42.25592648,-71.12317207,30.966697461493975,34.66167539827391
5992,LARCENY ALL OTHERS,2018-09-12 06:15:00,2018,9,42.31741922,-71.09567995,30.992602094482923,34.58264824613697
5993,INVESTIGATE PROPERTY,2018-09-12 06:15:00,2018,9,42.31741922,-71.09567995,31.196838264730097,34.850465977974885
5994,ASSAULT SIMPLE - BATTERY,2018-09-11 21:00:00,2018,9,42.32547536,-71.10253482,31.860160287353526,34.89133559129735
5995,TOWED MOTOR VEHICLE,2018-09-12 12:27:00,2018,9,42.3433703,-71.07552817,31.60486675060808,34.37209497901843
5996,INVESTIGATE PERSON,2018-09-12 12:34:00,2018,9,42.32263777,-71.09855483,31.90703843090065,34.6705624209331
5997,VAL - OPERATING UNREG/UNINS  CAR,2018-09-12 12:36:00,2018,9,42.29864253,-71.06426875,31.268252397105947,34.394493856933515
5998,VAL - OPERATING AFTER REV/SUSP.,2018-09-12 12:36:00,2018,9,42.29864253,-71.06426875,31.26194465735355,34.377965385962355
5999,INVESTIGATE PERSON,2018-09-12 12:55:00,2018,9,42.28187558,-71.08550538,31.134555556476695,34.34467065260546
6000,FRAUD - IMPERSONATION,2018-09-11 12:00:00,2018,9,42.37635987,-71.05149282,30.874392174606733,34.80496696736699
6001,ASSAULT - AGGRAVATED,2018-09-12 13:14:00,2018,9,42.27064633,-71.09271881,30.67131290101407,34.91824473028395
6002,PROPERTY - LOST,2018-06-20 08:13:00,2018,6,42.28269946,-71.11886352,31.79203632053625,34.45921884751294
6003,BURGLARY - RESIDENTIAL - NO FORCE,2018-09-11 08:30:00,2018,9,42.33087343,-71.05761463,31.59705373565858,34.864399591918556
6004,THREATS TO DO BODILY HARM,2018-08-24 09:00:00,2018,8,42.31928523,-71.05027167,31.861274740421226,34.857566588879216
6005,LARCENY THEFT OF BICYCLE,2018-09-11 22:45:00,2018,9,42.35094628,-71.06685604,31.68333513065886,34.96492296266097
6006,ASSAULT - AGGRAVATED - BATTERY,2018-09-12 12:03:00,2018,9,42.3160569,-71.07820017,31.002519090757477,34.29819861105957
6007,VANDALISM,2018-09-12 12:03:00,2018,9,42.3160569,-71.07820017,31.67875614702412,34.38808711340182
6008,SICK/INJURED/MEDICAL - PERSON,2018-09-12 10:58:00,2018,9,42.35451931,-71.07588082,30.703397624411764,34.894629246464234
6009,LARCENY THEFT OF BICYCLE,2018-09-10 17:15:00,2018,9,42.35683318,-71.05842905,30.720829959984805,34.59815033299047
6010,PROPERTY - LOST,2017-10-12 13:06:00,2017,10,42.31580852,-71.09829029,31.391998966610128,34.584112115023174
6011,VANDALISM,2018-09-07 10:00:00,2018,9,42.28269946,-71.11886352,31.240977713271732,34.678257225595154
6012,PROPERTY - FOUND,2018-09-12 12:07:00,2018,9,42.27657427,-71.0757397,31.891237435931103,34.821321155805485
6013,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-09-10 08:45:00,2018,9,,,31.975509220023845,34.98708917311886
6014,LARCENY SHOPLIFTING,2018-09-12 12:41:00,2018,9,42.36489527,-71.06050249,30.897154597309868,34.85704441830064
6015,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,2018-09-12 12:23:00,2018,9,42.33361,-71.07337,31.531735583117246,34.58802929753752
6016,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-09-09 21:30:00,2018,9,42.29760605,-71.05676442,30.68243134829077,34.73432855412929
6017,SICK/INJURED/MEDICAL - POLICE,2018-09-12 09:30:00,2018,9,42.33781618,-71.07732638,30.992199354168235,34.765171960662585
6018,ASSAULT - AGGRAVATED - BATTERY,2018-09-12 11:36:00,2018,9,42.35408145,-71.05977436,31.534141335584202,34.537202737054834
